book_id,title,subtitle,authors,publisher,description,page_count,categories,language,isbn_13,isbn_10,list_price,buyable,year,popularity_score,pages_group,num_authors
SiQ0EQAAQBAJ,Pomalá produktivita,Zapomenutá cesta ke skvělým výsledkům bez vyhoření,Cal Newport,Jan Melvil Publishing,">> „Brilantní kniha pro všechny z nás, kdo ztratili víru v tradiční rady o produktivitě, ale přitom touží dělat smysluplné věci.“ — Oliver Burkeman, autor knihy Čtyři tisíce týdnů << ## O knize Nestíháte? Nedaří se vám soustředit na důležité úkoly? Nebo dokonce stojíte na prahu vyhoření? Zaneprázdněnost a stres vnímáme jako synonyma produktivního úsilí, což vede k sáhodlouhým to-do listům, neustálému multitaskingu a roztěkané mysli. A pokud i přesto nemáme vše hotovo, musíme ještě zrychlit! Cal Newport ukazuje, że opak je pravdou: klíčem k vynikajícím výsledkům je dělat věcí méně. Na pracovních návycích významných myslitelů, vědců nebo umělců demonstruje, proč je současná definice produktivity zvrácená, a přichází s udržitelnějším způsobem práce. Takovým, který zaručuje více soustředění, kreativity a skvělých výsledků. ## Kniha vám dovolí zpomalit mimo jiné díky zjištěním: - Za to, že dřeme do úmoru, často nemůže šéf nebo klienti, ale my sami. - Maximální pracovní nasazení ve skutečnosti dokončení důležitých věcí oddaluje. - Víc než sofistikované systémy na správu úkolů vám s přetížením pomůže transparentní komunikace. - O přirozeném tempu práce s proměnlivou intenzitou se můžeme poučit u lovců a sběračů. - Jak přimět ostatní, aby práci v týmu nepřehodili na vás, ale také přiložili ruku k dílu. >> „Pokud přijme pomalou produktivitu dost lidí ze znalostních profesí, můžeme zrevolucionizovat svět práce.“ — National Public Radio << S rychlým přístupem k práci to zkoušíme nejméně posledních sedmdesát let. Nefunguje. Přišel čas vyzkoušet něco pomalejšího. Pomalá produktivita = koncept pro udržitelnou a smysluplnou organizaci znalostní práce založený na těchto třech principech: 1. Dělejte méně věcí. 2. Pracujte přirozeným tempem. 3. Dbejte na kvalitu. ## O autorovi Cal Newport (* 1982) je autorem mezinárodních bestsellerů Hluboká práce, Digitální minimalismus a Tak dobří, že vás nepřehlédnou. Má doktorát z informatiky na MIT a přednáší na Georgetownské univerzitě ve Washingtonu. Nenajdete ho na X, Facebooku ani Instagramu, ale mimo univerzitu ho lze zastihnout s rodinou či při psaní článků a knih. Dlouhodobě publikuje v časopise The New Yorker a na svém webu calnewport.com, nahrává také podcast Deep Questions. S manželkou a třemi syny žije v Takoma Parku v Marylandu. # Více o knize http://www.melvil.cz/kniha-pomala-produktivita",259.0,Self-Help,Czech,9788075552464.0,8075552466,14.16,True,2024.0,0.0,Medium (100-300 pages),1
PIypDwAAQBAJ,Rich Dad Poor Dad - 20th Anniversary Edition (Hindi),nan,Robert Kiyosaki,Manjul Publishing,"यह बेस्टसेलिंग पुस्तक सरल भाषा में सिखाती है कि पैसे की सच्चाई क्या है और अमीर कैसे बना जाता है। लेखक के अनुसार दौलतमंद बनने की असली कुंजी नौकरी करना नहीं है, बल्‍कि व्यवसाय या निवेश करना है।",320.0,Business & Economics,Other,9788186775219.0,8186775218,7.0,True,,7.0,Long ( >300 pages ),1
brhWEQAAQBAJ,"Pai Rico, Pai Pobre: Guia para Investir",nan,Robert T. Kiyosaki,VOGAIS,"Está preparado para enriquecer? Existe uma enorme diferença entre gerir o seu dinheiro e fazê-lo crescer. Compreender os princípios fundamentais do investimento é o primeiro passo para criar e aumentar a riqueza. Robert T. Kiyosaki, autor bestseller, ajuda-o a iniciar o processo de se tornar um investidor ativo no caminho para a liberdade financeira. Pai Rico, Pai Pobre: Guia para Investir revela-lhe: As regras básicas para investir. Como reduzir o risco e aumentar os lucros. Como é que um verdadeiro investidor ganha sempre dinheiro, independentemente de o mercado subir ou descer. Os cinco tipos de investidores de alto nível. A diferença entre não ter e ter demasiado dinheiro. Aviso para investidores: se está à procura da resposta fácil, da fórmula mágica ou da dica para comprar as ações certas... este não é o seu livro! No entanto, se quer perceber como 10% das pessoas ganham 90% do dinheiro, e como poderá fazer o mesmo, aqui encontra a resposta. ""Se este é o seu primeiro livro sobre investimentos e está preocupado com a possibilidade de ser demasiado complexo, não se preocupe. Tudo o que peço é que tenha vontade de aprender e leia este livro do princípio ao fim com uma mente aberta.""",354.0,Business & Economics,Portuguese (Brazil),9789895839698.0,9895839693,18.99,True,2025.0,0.0,Long ( >300 pages ),1
lcF-DwAAQBAJ,Das Business des 21. Jahrhunderts,Mit den Strategien von Rich Dad Poor Dad-Gründer Robert Kiyosaki das eigene Unternehmen gründen und erfolgreich machen.,Robert T. Kiyosaki,FinanzBuch Verlag,"Die zentrale These von Rich Dad Poor Dad-Autor Robert T. Kiyosaki lautet: Die Rechnung, zur Schule zu gehen, einen guten Abschluss zu erzielen, um später einen sicheren Arbeitsplatz zu erhalten und somit finanziell abgesichert zu sein, geht heute nicht mehr auf. Die einzige Möglichkeit, finanzielle Freiheit zu erlangen, besteht darin, sein eigenes Geschäft aufzubauen. Wie dies gelingen kann, erklärt der erfolgreiche Unternehmer in diesem Buch. Anschaulich und eindrücklich betont der Bestsellerautor, dass wirtschaftlich turbulente Zeiten keinen Hinderungsgrund darstellen. Ganz im Gegenteil: Gerade eine schwierige Wirtschaftslage ist der beste Zeitpunkt, um ein eigenes Unternehmen zu gründen. Warum? Ganz einfach: In Zeiten wirtschaftlicher Unsicherheit werden Menschen kreativ. Sie brechen aus ihrer Komfortzone aus und ergreifen die Initiative. Das ist Unternehmergeist in Höchstform – und genau den möchte Robert T. Kiysosaki in Ihnen wecken. ""Harte Zeiten brauchen harte Typen ... Und so bleiben nur noch zwei Fragen. Erstens: Sind Sie bereit, ein harter Typ zu sein? Und wenn Ihre Antwort »Ja« lautet, dann lautet die zweite Frage: Was wollen Sie nun tun? Die erste Frage kann ich nicht für Sie beantworten, aber ich kenne ganz genau die Antwort auf die zweite Frage. Um diese Antwort geht es in diesem Buch."" Robert T. Kiyosaki",247.0,Business & Economics,German,9783960923756.0,3960923759,16.99,True,2019.0,0.0,Medium (100-300 pages),1
zGGyzbA-cB8C,Antes de renunciar a tu empleo,nan,Robert T. Kiyosaki,AGUILAR,"Un libro con consejos indispensables para trazar el plan ideal para un negocio. De Robert T. Kiyosaki, autor de Padre Rico, Padre Pobre, el libro #1 de finanzas personales y bestseller de The New York Times por más de seis años; y de los bestsellers Niño rico, niño listo, Segunda oportunidad, entre otros. 10 lecciones que todo emprendedor debe saber para construir un negocio multimillonario. Una de las claves para alcanzar el éxito empresarial es tomar la decisión correcta en el momento oportuno. Sin embargo, resulta aún más importante el aprendizaje que obtenemos de nuestros errores cuando tomamos decisiones equivocadas. ""El trabajo del empresario consiste en cometer errores. El trabajo del empleado consiste en no cometer errores"", dice el autor de este libro. Robert T. Kiyosaki, empresario desde los nueve años, atravesó por muchos momentos críticos en su vida y en su carrera de hombre de negocios. Dichos tropiezos sólo lo impulsaron a iniciar nuevos negocios que le trajeron más éxito y más dinero. En Antes de renunciar a tu empleo Kiyosaki nos comparte sus éxitos, sus errores y las lecciones que ha aprendido. Habla de los puntos que debes cuidar antes de dar el gran paso de empleado a empresario, así como estrategias para recuperarte de un fracaso financiero. Cada capítulo corresponde a una lección y está acompañado de las excelentes reflexiones de Sharon Lechter a manera de resumen.",311.0,Business & Economics,Spanish,9786071116055.0,6071116058,7.99,True,2012.0,5.0,Long ( >300 pages ),1
dQ3zDwAAQBAJ,Wichtiger als Geld,Als Gründer oder Entrepreneur das perfekte Team aufbauen,"Robert T. Kiyosaki, Kim Kiyosaki, Ken McElroy, Blair Singer, Garrett Sutton",FinanzBuch Verlag,"Viele Menschen haben Millionen-Dollar-Ideen. Sie sind davon überzeugt, dass ihr neues Produkt oder ihre revolutionäre Dienstleistung sie reich machen wird. Das Problem dabei ist nur: Die meisten Menschen haben de facto keine Ahnung, wie sie ihre Millionen-Dollar-Idee tatsächlich in Millionen umwandeln können. Ein Faktor, der mehr als alles andere darüber entscheidet, ob eine Geschäftsidee funktioniert, ist das soziale und berufliche Netzwerk, also Menschen, mit denen wir regelmäßig zu tun haben und die wir um Rat fragen. In seinem #1-Bestseller Rich Dad Poor Dad hat Robert Kiyosaki immer wieder gezeigt, wie wichtig es ist, sich mit Menschen zu umgeben, die eine ähnliche Einstellung haben, also ein ähnliches Mindset. In Wichtiger als Geld zeigt Robert Kiyosaki zusammen mit den Rich Dad Advisors, wie Gründer und Entrepreneure das perfekte Team für ihre Millionen-Dollar-Idee aufbauen können. Zusätzlich verraten die Advisors ihre besten Tricks in ihrem jeweiligen Fachgebiet wie Immobilien, Steuern, Verkauf und Kapitalbeschaffung.",433.0,Business & Economics,German,9783960921608.0,3960921608,3.99,True,2018.0,0.0,Long ( >300 pages ),5
ZKo5DwAAQBAJ,Por qué los ricos se vuelven más ricos,¿Qué es realmente la educación financiera?,Robert T. Kiyosaki,DEBOLSILLO,"Hace mucho tiempo los ahorradores eran ganadores. Hace mucho tiempo el ahorrador podía ahorrar y enriquecerse. Hoy los ahorradores son perdedores. Por qué los ricos se vuelven más ricos trata de la educación financiera real, no del cuento de hadas que afirma: ""Ir a la escuela, conseguir un trabajo, trabajar duro, ahorrar, comprar una casa, salir de deudas e invertir a largo plazo en el mercado de valores"". Este libro es la escuela de graduados de Padre Rico, Padre Pobre. Si estás buscando nuevas ideas sobre cómo sobrevivir y prosperar en el futuro, este libro es para ti. En este valioso libro, Robert T. Kiyosaki comparte los aprendizajes y lecciones que aprendió a lo largo de la vida, después de repetidamente hacerse la pregunta: ""¿Cuándo aprenderemos sobre el dinero?"" Al leer Por qué los ricos se vuelven más ricos, aprenderás: - Por qué la brecha entre los ricos y todos los demás se amplía. - Por qué los ahorradores son perdedores. - Por qué la deuda y los impuestos hacen a los ricos más ricos. - Por qué la educación tradicional realmente hace que muchas personas altamente educadas, como el Padre Pobre de Robert, vivan mal. - Por qué ir a la escuela, trabajar duro, ahorrar dinero, comprar una casa, salir de la deuda e invertir a largo plazo en el mercado de valores es el peor asesoramiento financiero para la mayoría de la gente. - Por qué la educación financiera real nunca se puede enseñar en las escuelas.",353.0,Business & Economics,Spanish,9786073159982.0,6073159986,14.99,True,2017.0,0.0,Long ( >300 pages ),1
mb8WEQAAQBAJ,"Pai Rico, Pai Pobre: A Escola de Negócios",Para Pessoas Que Gostam de Ajudar Pessoas,Robert T. Kiyosaki,VOGAIS,"O livro para pessoas que querem ajudar pessoas! A liberdade e os benefícios proporcionados por um negócio próprio são indiscutíveis e cada vez mais pessoas enveredam por esse caminho. Robert Kiyosaki, autor bestseller, revelou-nos já em livros anteriores de que forma o dinheiro verdadeiramente funciona e os segredos essenciais para gerar riqueza, afirmando também que uma empresa de marketing de rede pode ser ""o negócio perfeito"" para muitos. Mas, na realidade, é mais do que isso: é o tipo de negócio que transforma o seu proprietário num professor, com a capacidade de ajudar aqueles à sua volta. Depois de Pai Rico, Pai Pobre: O Negócio do Século XXI, dedicado ao marketing de rede, neste novo livro Kiyosaki partilha os 10 valores que encontra na maioria desse tipo de empresa e que, muitas vezes, não se encontram nas empresas tradicionais. Para que tome a decisão acertada rumo à independência financeira.",181.0,Education,Portuguese (Brazil),9789895833078.0,9895833075,11.99,True,2024.0,0.0,Medium (100-300 pages),1
G1rxCwAAQBAJ,8 lecciones de liderazgo militar para emprendedores,nan,Robert T. Kiyosaki,AGUILAR,"Robert T. Kiyosaki contrasta las diferencias entre el éxito en el mundo civil y el mundo militar para mejorar las probabilidades de tener éxito en el mundo empresarial. El entrenamiento militar desarrolla grandes emprendedores. En este libro Robert T. Kiyosaki, autor de Padre Rico Padre Pobre, el libro de finanzas personales #1 de todos los tiempos y bestseller de The New York Times, te dice cómo y por qué. Descubre cómo aplicar el entrenamiento militar para mejorar las probabilidades de tener éxito en el mundo empresarial. Las estadísticas muestran que nueve de cada 10 emprendedores fracasan en los primeros cinco años de su negocio. Por cada 10 que sobreviven, nueve fracasan en los siguientes cinco años. La pregunta es: ¿Cuál es la diferencia entre el emprendedor exitoso y los nueve que fracasan? ¿La respuesta? El éxito como emprendedor requiere las mismas habilidades, valores y fortaleza de liderazgo inculcadas en el ejército. En este libro, Robert T. Kiyosaki contrasta las diferencias entre el éxito en el mundo civil y el mundo militar. Algunas de las secciones más importantes de 8 lecciones de liderazgo militar. - Misión. - Respeto. - Velocidad. - Líderes como maestros. - Disciplina. - Autoridad. - El poder de la conectividad. - Ventas y liderazgo.",231.0,Business & Economics,Spanish,9786073142076.0,6073142072,6.99,True,2016.0,4.0,Medium (100-300 pages),1
71kMAdRoqVcC,El negocio del siglo 21 (Padre Rico),nan,"Robert T. Kiyosaki, Kim Kiyosaki",AGUILAR,"Robert T. Kiyosaki explica por qué en este siglo, pese a las crisis económicas, es la mejor época para empezar un negocio. Del autor de Padre Rico, Padre Pobre, el libro #1 de finanzas personales y bestseller de The New York Times por más de seis años. En El negocio del siglo XXI Robert Kiyosaki te explica que el problema no es la economía; el problema, eres tú. ¿Te molesta la corrupción en el mundo corporativo? ¿Estás enojado con Wall Street y los grandes bancos? ¿También estás enfadado con el gobierno por tomar decisiones muy malas y realizar muy pocas acciones buenas? ¿O tal vez estás enojado contigo mismo porque no tomaste el control de tus finanzas desde hace tiempo? Sin duda, la vida es dura, pero ahora la pregunta ineludible es, ¿qué vas a hacer al respecto? Quejarte y lamentarte por el estado actual de la economía o culpar a otros por no hacer nada respecto a tu futuro financiero. Si quieres riqueza, necesitas trabajar por ella. Necesitas tomar las riendas de tu futuro y controlar tus fuentes de ingresos, ¡ahora! Es muy probable que estos tiempos sean económicamente difíciles para la mayoría, pero para muchos emprendedores, ésta es una época de inmenso potencial económico. No sólo es tiempo de que tengas tu propio negocio, de hecho, ¡nunca ha existido mejor momento para hacerlo!",176.0,Business & Economics,Spanish,9786071122353.0,607112235X,9.99,True,2013.0,5.0,Medium (100-300 pages),2
Ps0DEAAAQBAJ,Rich Dad Poor Dad (Gujarati),nan,Robert Kiyosaki,Manjul Publishing,"ધનવાન બનવા તમારી આવક વધારે જ હોવી જોઈ, એ માન્યતાનું ખંડન કરતું પુસ્તક, ભવિષ્ય માટે મિલકતો સર્જતા અને ખરીદતા શીખવતું પુસ્તક, તમારું ઘર એ તમારી મિલકત છે, એ માન્યતાને પડકારતું પુસ્તક, રૂપિયા વિશે એ બધું જ શીખવતું પુસ્તક જે શાળા-કોલેજોમાં ક્યારેય શીખવવામાં નથી આવતું, એ બધું જ જે ધનવાનો પોતાના સંતાનોને શીખવે છે, પરંતુ મધ્યમ વર્ગ કે ગરીબો જાણતા હોતા નથી.",320.0,Business & Economics,Other,9789389647914.0,9389647916,7.0,True,,3.0,Long ( >300 pages ),1
iJE8DQAAQBAJ,Napoleon Hill's a Year of Growing Rich,52 Steps to Achieving Life's Rewards,Napoleon Hill,Penguin,"The phenomenal bestseller Think and Grow Rich established Napoleon Hill as an authority on motivation and success. These revised and updated motivational and inspirational passages-keys to wealth, power, happiness, and good health-were originally published in Hill's magazine, Success Unlimited.",178.0,Business & Economics,English,9781101666173.0,110166617X,10.99,True,1993.0,0.0,Medium (100-300 pages),1
Ro9XDwAAQBAJ,Think and Grow Rich!,"The Original Version, Restored and RevisedTM",Napoleon Hill,SCB Distributors,"""Think and Grow Rich!"" is the most widely acclaimed, influential book on success ever published. For a quarter-century, Napoleon Hill interviewed hundreds of successful men and women under the guidance of the richest man of his time, Andrew Carnegie. In this timeless classic, he reveals the secret to their great achievements—a powerful, proven formula that can empower you to achieve your own most cherished goals, too. If there is one must-have guide you need on the road to high achievement and success—to real riches in every aspect of your life—this is it. Unlike most versions of Dr. Hill's book, this edition restores his masterpiece to its original form and intent. It includes essential material on how to thrive in challenging economic times that was taken out of later versions but is incredibly relevant today. This is the only edition of ""Think and Grow Rich!"" that is fully annotated and indexed, providing key details about Dr. Hill's life and times, his life-long research, and the leaders of business and industry he studied to learn the invaluable principles of success you'll discover here. ""This is the best single book on personal success ever written: it made me a millionaire—starting from nothing.""—Brian Tracy, author of ""Getting Rich Your Own Way"" “It's the classic of all classics.” —Harvey Mackay, author of the #1 ""New York Times"" bestseller ""Swim with the Sharks without Being Eaten Alive"" “Reading 'Think and Grow Rich!' many years ago helped me to become the world's greatest retail salesperson. A must to read if you want to become somebody.” —Joe Girard, World's #1 Retail Salesperson, as attested by ""The Guinness Book of World Records"" “I thought 'Think and Grow Rich!' was a classic and could never be improved. I was wrong. I am sure Dr. Hill would be greatly pleased to see how his work has been honored and enhanced by this outstanding new edition.”—Wally Amos, founder of Famous Amos Chocolate Chip Cookies and author of ""The Cookie Never Crumbles"" “This book is a jewel! Buy lots of copies for your friends and clients.” —Dottie Walters, CSP, Founder of Walters International Speakers Bureau",508.0,Self-Help,English,9780990797616.0,0990797619,18.95,True,2015.0,0.0,Long ( >300 pages ),1
dd_kDwAAQBAJ,Think and Grow Rich,"The Original, an Official Publication of The Napoleon Hill Foundation",Napoleon Hill,Sound Wisdom,"Think and Grow Rich - Over 80 Million Copies Sold This edition of Napoleon Hill's classic Think and Grow Rich is a reproduction of Napoleon Hill's personal copy of the first edition, the ONLY original version recommended by The Napoleon Hill Foundation, originally printed in March of 1937. The most famous of all teachers of success spent ""a fortune and the better part of a lifetime of effort"" to produce the ""Law of Success"" philosophy that forms the basis of his books and that is so powerfully summarized and explained for the general public in this book. In Think and Grow Rich, Hill draws on stories of Andrew Carnegie, Thomas Edison, Henry Ford, and other millionaires of his generation to illustrate his principles. This book will teach you the secrets that could bring you a fortune. It will show you not only what to do but how to do it. Once you learn and apply the simple, basic techniques revealed here, you will have mastered the secret of true and lasting success. Money and material things are essential for freedom of body and mind, but there are some who will feel that the greatest of all riches can be evaluated only in terms of lasting friendships, loving family relationships, understanding between business associates, and introspective harmony which brings one true peace of mind! All who read, understand, and apply this philosophy will be better prepared to attract and enjoy these spiritual values. BE PREPARED! When you expose yourself to the influence of this philosophy, you may experience a CHANGED LIFE which can help you negotiate your way through life with harmony and understanding and prepare you for the accumulation of abundant material riches.",321.0,Self-Help,English,9781937879518.0,1937879518,9.99,True,2019.0,0.0,Long ( >300 pages ),1
fDLtDwAAQBAJ,Think and Grow Rich®,In 10 Minutes a Day,Napoleon Hill,Sound Wisdom,"Now you can quickly and effectively study and put into practice the greatest personal development program of all time. In only ten minutes a day, you can begin to implement the success principles that have made more millionaires and top influencers than any other achievement philosophy. Fame? Fortune? Impactful service? More meaningful relationships? You can have anything that you want in life when you discover the secret contained in Napoleon Hill’s Think and Grow Rich®. Originally published in 1937, Think and Grow Rich® helped end the Great Depression with its 13 steps to amass riches. It holds the keys to financial independence, harmonious relationships, power, happiness, fulfillment, and peace of mind. All forms of wealth can be yours if you are willing to pay the price…and that is, to THINK—to enlarge your mind, take control of your thoughts, and leverage the power of the vast mental resources available to you in order to translate your greatest desires into their material equivalent. As Hill said, “There is no point in having such a great potential for achievement unless you do something to convert it into an actuality.” Think and Grow Rich® in Ten Minutes a Day extracts the key principles, instructions, and stories from Hill’s original, unedited masterpiece and provides updated, relevant examples—in modernized, easily accessible language—so that all readers, regardless of how busy they are, can benefit from the timeless wisdom found in Hill’s book. Action items added to the original text will help readers expertly apply each chapter’s lessons. Your master-key to success is already in your hands! Let this book show you how to use it efficiently and effectively to unlock the storehouses of riches that are within your reach. Harness the power of thought to distinguish yourself like you never imagined possible…for “anything the mind can believe, it can achieve!”",92.0,Self-Help,English,9781640952102.0,1640952101,9.99,True,2020.0,0.0,Short ( <100 pages ),1
IakBEQAAQBAJ,Think and Grow Rich Deluxe Leather Edition,"The Original, Unedited 1937 Text",Napoleon Hill,Sound Wisdom,"This beautiful, leather gift edition of Think and Grow Rich is a faithful reproduction of Napoleon Hill's first edition published in 1937. This edition of Napoleon Hill's classic Think and Grow Rich is a reproduction of Napoleon Hill's personal copy of the first edition, the ONLY original version recommended by The Napoleon Hill Foundation, originally printed in March of 1937. The most famous of all teachers of success spent ""a fortune and the better part of a lifetime of effort"" to produce the ""Law of Success"" philosophy that forms the basis of his books and that is so powerfully summarized and explained for the general public in this book. In Think and Grow Rich, Hill draws on stories of Andrew Carnegie, Thomas Edison, Henry Ford, and other millionaires of his generation to illustrate his principles. This book will teach you the secrets that could bring you a fortune. It will show you not only what to do but how to do it. Once you learn and apply the simple, basic techniques revealed here, you will have mastered the secret of true and lasting success. Money and material things are essential for freedom of body and mind, but there are some who will feel that the greatest of all riches can be evaluated only in terms of lasting friendships, loving family relationships, understanding between business associates, and introspective harmony which brings one true peace of mind! All who read, understand, and apply this philosophy will be better prepared to attract and enjoy these spiritual values. BE PREPARED! When you expose yourself to the influence of this philosophy, you may experience a CHANGED LIFE which can help you negotiate your way through life with harmony and understanding and prepare you for the accumulation of abundant material riches.",321.0,Self-Help,English,9781640955127.0,1640955127,9.99,True,2024.0,0.0,Long ( >300 pages ),1
x7UCEAAAQBAJ,The Master-Key to Riches,An Official Publication of The Napoleon Hill Foundation,Napoleon Hill,Sound Wisdom,"A Beautifully Embossed Hardcover Collector’s Edition Containing the Original Text The Master-Key to Riches, a powerful formula for self-improvement, shows you how to harness the powers of your will and mind so that you can achieve mental happiness, business success, spiritual vitality and financial superiority. Millions of readers all over the world are grateful to Dr. Napoleon hill for his now classic Think and Grow Rich. The Master-Key to Riches provides the key to why some people become successful and how you can become one of them. The Master Keyis a marvelous device which, once discovered, may be used to: Open the door to sound health Reveal the method by which every disadvantage and disappointment can be turned into advantages of priceless value Open the door to love and romance Renew the spirit of youth Lift humble men to positions of power, fame and fortune Based on the Andrew Carnegie formula for money making, The Master-Key to Riches describes in step-by-step detail the greatest practical philosophy of success. “Riches” means all riches—“not merely those represented by bank balances and material things,” says Napoleon Hill in the introduction to this master-manual for personal achievement. This amazing philosophy, culled from the success experiences of many of the world’s most powerful and wealthy men, will show you how to succeed in any path of life, whether it be love, wealth, personal satisfaction, faith, or any number of other goals. The material woven by Napoleon Hill into The Master-Key to Riches has the endorsement of many men whose names have become synonymous with great achievement in the fields of industry, finance and statesmanship.",260.0,Self-Help,English,9781640952539.0,1640952535,9.99,True,2020.0,0.0,Medium (100-300 pages),1
LM0DEAAAQBAJ,Think and Grow Rich (English),nan,Napoleon Hill,Manjul Publishing,"DISCLAIMER: The content of this book is in the public domain, and in this edition we have included only the content which in our opinion was integral to the overall message that the book is seeking to convey. There is no content missing, and content that might be deemed as missing has been omitted by us as unnecessary. Think and Grow Rich has been called the ""Granddaddy of All Motivational Literature."" It was the first book to boldly ask, ""What makes a winner?"" The man who asked and listened for the answer, Napoleon Hill, is now counted in the top ranks of the world's winners himself. The most famous of all teachers of success spent ""a fortune and the better part of a lifetime of effort"" to produce the ""Law of Success"" philosophy that forms the basis of his books and that is so powerfully summarized in this one. This is the original edition of the timeless classic, first published in 1937, and has sold more than 60 million copies till date. It is said that it has made more millionaires and inspired more successes than any other book in history.",294.0,Self-Help,English,9789390085071.0,9390085071,4.16,True,,0.0,Medium (100-300 pages),1
e-_zDwAAQBAJ,The Law of Success,"Napoleon Hill's Writings on Personal Achievement, Wealth and Lasting Success",Napoleon Hill,Sound Wisdom,"Napoleon Hill’s Original Master Class on Individual Achievement Before the landmark book Think and Grow Rich® came The Law of Success, an eight-volume series in which Hill presents the complete Science of Success philosophy. Originally published in 1928, this success system contains sixteen lessons on personal achievement, gleaned from interviews with and research on over 500 top performers from various industries and walks of life. Now condensed for your convenience into one compact volume curated by the Trustees of the Napoleon Hill Foundation®, The Law of Success details the exact steps by which any individual can harness the power of thought to turn their dreams into reality. This is much more than a guide or roadmap; it is a total lifestyle makeover, with concrete resources for everyday application. If you are serious about becoming the best version of yourself in your field, your relationships, your health, and your finances, then you are ready for the original master class on success. ~ A message from the executive director and CEO of the Napoleon Hill Foundation ~ There have been many requests over the years for a version that is more concise and compact yet contains the core lessons discovered and set forth in the discussion of the sixteen success principles. The Trustees of the Napoleon Hill Foundation heard these requests and took on the task of producing such a book, containing what they viewed as the essential lessons and most important portions of the original work, and what you are about to read is the result. This version has dispensed with the third party quotations and “After the Lesson” essays in the original work, deleted some stories that were repeated in other of Hill’s books published after 1928, and eliminated repetition (rightly valued by Mr. Hill as a learning method but not appropriate for a compact volume.) The Trustees believe, and hope you will agree, that the resulting volume contains all the essential wisdom of this groundbreaking work, Law of Success. I have been the Executive Director of the Napoleon Hill Foundation® since 2000, and I and the other Trustees who contributed to this work have nearly 200 years combined years of service to the Foundation. I believe they are singularly equipped to produce the best distillation of Napoleon Hill’s seminal work and am proud to present this book for your enjoyment, appreciation, and education. —Don M. Green, Executive Director, Chief Executive Officer, and Trustee",262.0,Self-Help,English,9781640952089.0,164095208X,12.99,True,2021.0,0.0,Medium (100-300 pages),1
exT0CwAAQBAJ,A Treasury of Success Unlimited,An Official Publication of The Napoleon Hill Foundation,Napoleon Hill Foundation,Sound Wisdom,"A Treasury of Success Unlimited brings together dozens of the best articles from W. Clement Stone, Dr. Norman Vincent Peale, Og Mandino, Napoleon Hill, Ben Sweetland and many other leaders and achievers to share their wisdom and their stories so that you, too, may enjoy success unlimited! “Reading inspirational self-help literature from A Treasury of Success Unlimited helped me get re-ignited and on-fire to work again after a devastating bankruptcy that turned my life inside-out and upside-down. Read this uplifting information and you will see why my desire is to conquer the world with inspiration, starting with you reading this!” –Mark Victor Hansen, Co-author of Chicken Soup for the Soul “The master Napoleon Hill, Dale Carnegie, and Orison Swett Marden are without modern comparisons. The simplicity and the validity of their thought is not just inspirational, it is actionable.” –Jeffrey Gitomer, Author of Little Red Book of Selling “You will enjoy these outstanding articles in A Treasury of Success Unlimited. These articles were chosen not only to motivate and inspire you but to show you how to achieve peace of mind, wealth, good health, happiness and success. You will discover the true riches in both your personal and business life when you share the experiences, success secrets, and wise advice of such outstanding individuals as: W. Clement Stone, Napoleon Hill, Norman Vincent Peale, Ben Sweetland and many others.” –Don M. Green, Executive Director, The Napoleon Hill Foundation",206.0,Business & Economics,English,9780768408355.0,0768408350,3.99,True,2015.0,0.0,Medium (100-300 pages),1
CSCWAAAAQBAJ,Napoleon Hill's Golden Rules,The Lost Writings,Napoleon Hill,John Wiley & Sons,"Napoleon Hill's Golden Rules: The Lost Writings consists of a series of magazine articles Napoleon Hill wrote between 1919 and1923 for Success Magazine, of which he eventually become an editor. Hill's obsession with achieving material success had led him from poverty stricken Appalachian Mountains with the desire to study successful people. These articles focus on Hill's philosophy of success, drawing on the thoughts and experience of a multitude of rags-to-riches tycoons, showing readers how these successful people achieved such status. Many of his writings such as the chapter on Law of Attraction, written in the March 1919 issue, have recently basis of several bestselling books. Readers will discover principles that will assure their success if studied and put into action. Chapters include: Lesson #1: Your Social and Physical Heredity--Hills Golden Rule (May 1920) Lesson #2: Auto Suggestion--Napoleon Hill's Magazine (July 1921) Lesson #3: Suggestion (Applied Salesmanship)--Napoleon Hill's Magazine (August 1921) Lesson #4: The Law of Retaliation--Hill's Golden Rule (March 1919) Lesson #5: The Power of Your Mind (Little Odd Visits with Your Editor)--Hill's Golden Rule (October 1919) Lesson #6: How to Build Self-Confidence--Napoleon Hill's Magazine (June 1921) Lesson #7: Environment and Habit--Hill's Golden Rule (April 1919) Lesson #8: How to Remember--Hill's Golden Rule (May-June 1919) Lesson #9: How Marc Antony Used Suggestion in Winning the Roman Mob--Hill's Golden Rule (July 1919) Lesson #10: Persuasion vs. Force--Hill's Golden Rule (September 1919) Lesson #11: The Law of Compensation--Napoleon Hill's Magazine (April 1921) Lesson #12: The Golden Rule as a Pass Key to All Achievement--Napoleon Hill's Magazine (June 1921)",231.0,Business & Economics,English,9780470482742.0,0470482745,11.0,True,2009.0,0.0,Medium (100-300 pages),1
